SYMBOL	FC.Mouse A	FC.Mouse D	FC.Mouse B	FC.Mouse C	FC.Rat	FDR.Mouse A	FDR.Mouse D	FDR.Mouse B	FDR.Mouse C	FDR.Rat	DE.Mouse A	DE.Mouse D	DE.Mouse B	DE.Mouse C	DE.Rat
Hoxb6	1.14	1.07	1.03	-1.38	1.3	0.2734	0.9931	0.9368	NA	0.7841	0	0	0	0	0
Tor2a	1.11	1.06	-1.18	-1.2	1.2	0.2734	0.9639	0.8124	NA	0.7459	0	0	0	0	0
Eif4b	1.11	1.92	1.47	1.77	NA	0.2734	0.2019	0.2963	NA	NA	0	0	0	0	NA
Rpl9	-1.11	NA	NA	-1.12	-1.08	0.2735	NA	NA	NA	0.9576	0	NA	NA	0	0
Adam8	1.08	1.21	1.26	1.12	1.68	0.2735	0.7229	0.6486	NA	0.4945	0	0	0	0	0
Prl8a2	-1.17	1.09	1.13	NA	-1.2	0.2736	0.9685	0.7427	NA	0.8597	0	0	0	NA	0
Gm8363	1.1	NA	NA	NA	NA	0.2736	NA	NA	NA	NA	0	NA	NA	NA	NA
Slc22a2	-1.12	-1.16	1.05	-1.46	1.43	0.2736	0.6344	0.9154	NA	0.9799	0	0	0	0	0
Olfr1364	1.18	NA	NA	NA	-1.07	0.2736	NA	NA	NA	0.9576	0	NA	NA	NA	0
Phxr2	1.13	-1.07	1.03	1.03	NA	0.2736	0.9822	0.958	NA	NA	0	0	0	0	NA
Sprn	1.16	NA	NA	1.11	-1.03	0.2736	NA	NA	NA	0.9962	0	NA	NA	0	0
F2r	-1.07	-1.37	1.19	-2.08	-1.39	0.2736	0.3441	0.651	NA	0.7459	0	0	0	-1	0
Nol3	1.1	NA	NA	-1.01	-1.22	0.2736	NA	NA	NA	0.9922	0	NA	NA	0	0
Clp1	-1.08	1.28	1.88	-1.83	1.34	0.2738	0.5756	0.0731	NA	0.8918	0	0	0	0	0
Gm6607	1.14	NA	NA	NA	NA	0.2738	NA	NA	NA	NA	0	NA	NA	NA	NA
Lrrn3	-1.08	NA	NA	-1.15	-1.21	0.2738	NA	NA	NA	0.9049	0	NA	NA	0	0
Tcstv3	1.09	1.05	-1.03	-1.07	NA	0.2738	0.8368	0.9317	NA	NA	0	0	0	0	NA
Rab4b	1.1	-1.15	1.11	1.38	1.32	0.2738	0.6215	0.8992	NA	0.7155	0	0	0	0	0
Tmed9	1.05	1.06	1.18	NA	-1.03	0.2739	0.8238	0.8255	NA	0.9922	0	0	0	NA	0
Gm13531	1.13	NA	NA	NA	NA	0.2739	NA	NA	NA	NA	0	NA	NA	NA	NA
Taf9	1.1	1.11	1.68	-1.26	1.37	0.2739	0.7608	0.1383	NA	0.8126	0	0	0	0	0
Ak6	1.1	1.11	1.68	NA	1.37	0.2739	0.7608	0.1383	NA	0.8126	0	0	0	NA	0
Zscan18	1.06	NA	NA	NA	1.01	0.2739	NA	NA	NA	0.9949	0	NA	NA	NA	0
Mad2l1bp	1.1	-1.07	-1.06	-1.29	-1.12	0.2739	0.9625	0.8943	NA	0.9747	0	0	0	0	0
Olfr447	1.07	NA	NA	NA	1.03	0.2741	NA	NA	NA	0.9898	0	NA	NA	NA	0
Amy2b	-1.09	-1.03	1.08	NA	NA	0.2741	0.9817	0.8993	NA	NA	0	0	0	NA	NA
Krtap19-2	1.09	NA	NA	NA	NA	0.2741	NA	NA	NA	NA	0	NA	NA	NA	NA
Rgs3	1.13	1.1	-1.02	1.14	-1.27	0.2741	0.8307	0.9722	NA	0.8625	0	0	0	0	0
Gm8521	1.17	NA	NA	NA	NA	0.2741	NA	NA	NA	NA	0	NA	NA	NA	NA
Kif1a	-1.1	1.06	1.04	-1.03	-1.51	0.2741	0.9505	0.9281	NA	0.8431	0	0	0	0	0
Drd3	1.13	-1.05	1.05	1.09	1.19	0.2741	0.9631	0.9224	NA	0.9661	0	0	0	0	0
Rmnd1	1.13	1.08	-1.09	NA	1.44	0.2741	0.7433	0.8865	NA	0.9407	0	0	0	NA	0
Wdr66	1.22	NA	NA	NA	NA	0.2742	NA	NA	NA	NA	0	NA	NA	NA	NA
Nlrp4a	-1.15	NA	NA	NA	1.35	0.2742	NA	NA	NA	0.8973	0	NA	NA	NA	0
Znhit6	-1.2	NA	NA	NA	-1.29	0.2742	NA	NA	NA	0.9736	0	NA	NA	NA	0
Gm9804	1.05	NA	NA	NA	NA	0.2743	NA	NA	NA	NA	0	NA	NA	NA	NA
4930470H14Rik	1.02	NA	NA	1.24	NA	0.2745	NA	NA	NA	NA	0	NA	NA	0	NA
Pramel1	1.21	NA	NA	-1.05	NA	0.2746	NA	NA	NA	NA	0	NA	NA	0	NA
Wwp2	-1.07	-1.16	1.1	1.15	-1.06	0.2746	0.854	0.8081	NA	0.9915	0	0	0	0	0
Gm5639	1.1	NA	NA	NA	NA	0.2746	NA	NA	NA	NA	0	NA	NA	NA	NA
Gm24204	1.07	NA	NA	NA	NA	0.2746	NA	NA	NA	NA	0	NA	NA	NA	NA
Pramef12	1.08	NA	NA	NA	NA	0.2747	NA	NA	NA	NA	0	NA	NA	NA	NA
Ap1g1	-1.05	-1.12	1.19	-1.09	1.15	0.2747	0.9505	0.8274	NA	0.8973	0	0	0	0	0
Mrpl22	1.25	NA	NA	NA	1.09	0.2748	NA	NA	NA	0.9634	0	NA	NA	NA	0
Cd200r1	1.17	NA	NA	1.01	1.22	0.2748	NA	NA	NA	0.9576	0	NA	NA	0	0
Sos2	-1.06	1.06	-1.07	1.18	-1.14	0.2748	0.9703	0.9558	NA	0.8956	0	0	0	0	0
Trappc4	1.12	1.15	-1.11	-1.31	1.5	0.2748	0.4958	0.9094	NA	0.547	0	0	0	0	0
Spaca1	1.07	NA	NA	NA	1.1	0.2748	NA	NA	NA	0.9949	0	NA	NA	NA	0
Vstm2b	1.02	NA	NA	NA	-1.67	0.2748	NA	NA	NA	0.2913	0	NA	NA	NA	0
Vmn1r236	1.06	NA	NA	NA	NA	0.2748	NA	NA	NA	NA	0	NA	NA	NA	NA
Efcab9	1.11	NA	NA	NA	-1.03	0.2748	NA	NA	NA	0.9938	0	NA	NA	NA	0
Bbs10	1.19	NA	NA	NA	-1.07	0.2749	NA	NA	NA	0.9916	0	NA	NA	NA	0
Olfr791	1.08	NA	NA	NA	NA	0.2749	NA	NA	NA	NA	0	NA	NA	NA	NA
Zc3h12a	-1.31	NA	NA	NA	-1.01	0.2749	NA	NA	NA	0.998	0	NA	NA	NA	0
A1cf	-1.09	NA	NA	NA	1.27	0.2749	NA	NA	NA	0.8522	0	NA	NA	NA	0
Gm25675	-1.03	NA	NA	NA	NA	0.275	NA	NA	NA	NA	0	NA	NA	NA	NA
Pla2g4d	-1.11	NA	NA	NA	1.19	0.275	NA	NA	NA	0.8406	0	NA	NA	NA	0
Ube2dnl2	1.09	NA	NA	NA	NA	0.275	NA	NA	NA	NA	0	NA	NA	NA	NA
Nudt2	-1.13	NA	NA	-1.47	-1.12	0.275	NA	NA	NA	0.9073	0	NA	NA	0	0
Gm38633	1.12	NA	NA	NA	NA	0.2751	NA	NA	NA	NA	0	NA	NA	NA	NA
Tmem248	1.08	NA	NA	NA	1.31	0.2752	NA	NA	NA	0.761	0	NA	NA	NA	0
Xpo5	-1.08	NA	NA	-1.47	1.09	0.2753	NA	NA	NA	0.8686	0	NA	NA	0	0
Lgals8	-1.18	1.16	1.04	1.09	-1.77	0.2753	0.3913	0.9315	NA	0.7581	0	0	0	0	0
Ptbp1	-1.11	NA	NA	-1.24	1.14	0.2753	NA	NA	NA	0.9407	0	NA	NA	0	0
Bloc1s5	1.17	NA	NA	NA	-1.06	0.2753	NA	NA	NA	0.9156	0	NA	NA	NA	0
Mapk4	1.1	NA	NA	1.03	1.09	0.2754	NA	NA	NA	0.9962	0	NA	NA	0	0
Vmn2r89	1.08	-1.04	1.11	NA	1.28	0.2754	0.7211	0.7417	NA	0.9181	0	0	0	NA	0
Vmn2r88	1.08	-1.02	1.02	NA	1.28	0.2754	0.9703	0.9759	NA	0.9181	0	0	0	NA	0
Kcnt1	-1.1	NA	NA	NA	-4.09	0.2754	NA	NA	NA	0.0057	0	NA	NA	NA	-1
M1ap	1.19	NA	NA	NA	-1.02	0.2754	NA	NA	NA	0.9962	0	NA	NA	NA	0
Gm16380	1.1	NA	NA	NA	NA	0.2755	NA	NA	NA	NA	0	NA	NA	NA	NA
Gm24268	1.16	NA	NA	NA	NA	0.2758	NA	NA	NA	NA	0	NA	NA	NA	NA
Prr30	1.07	NA	NA	NA	-1.26	0.2758	NA	NA	NA	0.975	0	NA	NA	NA	0
Gm15313	1.14	NA	NA	NA	NA	0.2758	NA	NA	NA	NA	0	NA	NA	NA	NA
Defa-ps8	1.14	NA	NA	NA	NA	0.2758	NA	NA	NA	NA	0	NA	NA	NA	NA
Epn3	-1.07	NA	NA	-1.08	1.22	0.2758	NA	NA	NA	0.847	0	NA	NA	0	0
Hist4h4	1.05	NA	NA	NA	NA	0.2758	NA	NA	NA	NA	0	NA	NA	NA	NA
Olfr1410	1.07	NA	NA	NA	1.18	0.2759	NA	NA	NA	0.9049	0	NA	NA	NA	0
Neu1	1.09	-1.24	1.01	-1.25	-1.18	0.2759	0.7343	0.9843	NA	0.9752	0	0	0	0	0
Mpped2	1.18	NA	NA	NA	-1.55	0.276	NA	NA	NA	0.9163	0	NA	NA	NA	0
Gm26393	1.08	NA	NA	NA	NA	0.276	NA	NA	NA	NA	0	NA	NA	NA	NA
Ntsr2	1.09	1.11	-1.08	1.12	1.05	0.276	0.9281	0.8252	NA	0.9812	0	0	0	0	0
Oprm1	1.1	1.03	1.22	1.16	-1.13	0.276	0.9864	0.4961	NA	0.5537	0	0	0	0	0
Tmem44	1.02	NA	NA	NA	1.05	0.276	NA	NA	NA	0.9558	0	NA	NA	NA	0
Trim35	-1.08	NA	NA	1.1	1.23	0.276	NA	NA	NA	0.9143	0	NA	NA	0	0
Ptprcap	1.06	-1.11	1.22	1.01	-1.16	0.2761	0.8262	0.5759	NA	0.9576	0	0	0	0	0
Afm	1.16	1.04	-1.02	1.39	1.03	0.2761	0.9875	0.9763	NA	0.995	0	0	0	1	0
Gm11426	1.11	NA	NA	NA	NA	0.2762	NA	NA	NA	NA	0	NA	NA	NA	NA
Ppp2r5a	-1.05	1.32	1.01	1.1	-1.06	0.2762	0.8516	0.9922	NA	0.9576	0	0	0	0	0
Zfp281	-1.11	1.23	1.44	1.31	-1.13	0.2765	0.7773	0.3778	NA	0.9978	0	0	0	0	0
Ehbp1l1	1.09	NA	NA	NA	-1.4	0.2767	NA	NA	NA	0.9747	0	NA	NA	NA	0
Ctrc	1.13	NA	NA	-1.01	NA	0.2768	NA	NA	NA	NA	0	NA	NA	0	NA
1700123O20Rik	-1.1	NA	NA	-1.16	1.11	0.2768	NA	NA	NA	0.9832	0	NA	NA	0	0
9930022D16Rik	1.23	NA	NA	NA	NA	0.2769	NA	NA	NA	NA	0	NA	NA	NA	NA
Nlrc4	1.07	NA	NA	NA	-2.02	0.2769	NA	NA	NA	0.6251	0	NA	NA	NA	0
Plce1	1.14	NA	NA	1.01	1.92	0.277	NA	NA	NA	0.3534	0	NA	NA	0	0
Cd9	-1.11	1.06	-1.27	-2.03	-1.26	0.277	0.8821	0.6272	NA	0.9051	0	0	0	0	0
Krt26	1.1	NA	NA	NA	1.08	0.2771	NA	NA	NA	0.9741	0	NA	NA	NA	0
Lrtm1	1.12	NA	NA	NA	NA	0.2773	NA	NA	NA	NA	0	NA	NA	NA	NA
Dnajc25	1.1	NA	NA	NA	-1.28	0.2773	NA	NA	NA	0.8514	0	NA	NA	NA	0
Gpr139	1.12	NA	NA	NA	1.02	0.2773	NA	NA	NA	0.9949	0	NA	NA	NA	0
Gm14866	1.23	NA	NA	NA	NA	0.2774	NA	NA	NA	NA	0	NA	NA	NA	NA
Shroom1	1.05	NA	NA	NA	1.12	0.2774	NA	NA	NA	0.7954	0	NA	NA	NA	0
Cnn2	1.12	1.06	-1.19	-1.11	-1.14	0.2774	0.9224	0.7973	NA	0.8136	0	0	0	0	0
Acap1	-1.17	-1.08	1.02	NA	1.1	0.2776	0.8809	0.9782	NA	0.9992	0	0	0	NA	0
Snx30	1.12	NA	NA	NA	1.71	0.2776	NA	NA	NA	0.1969	0	NA	NA	NA	0
Tpcn2	-1.13	NA	NA	-1.11	-1.16	0.2776	NA	NA	NA	0.9571	0	NA	NA	0	0
Pbxip1	1.09	NA	NA	-1.06	-1.06	0.2776	NA	NA	NA	0.9992	0	NA	NA	0	0
Fam220a	-1.1	1.07	1.09	NA	1.02	0.2778	0.956	0.85	NA	0.9958	0	0	0	NA	0
Zfp92	1.12	-1.06	1.05	1.13	NA	0.2778	0.9935	0.9119	NA	NA	0	0	0	0	NA
Dcun1d1	1.1	NA	NA	NA	1.11	0.2778	NA	NA	NA	0.9012	0	NA	NA	NA	0
Tesk1	1.09	1	1	-1.15	-1.1	0.2778	0.9959	0.9979	NA	0.9643	0	0	0	0	0
Cgrrf1	1.3	NA	NA	-1.02	1.1	0.2778	NA	NA	NA	0.9793	0	NA	NA	0	0
Dnajc4	1.22	1.3	1.02	-1.02	1.79	0.2778	0.4657	0.9656	NA	0.2118	0	0	0	0	0
Tada2b	1.12	NA	NA	NA	1.52	0.2778	NA	NA	NA	0.8845	0	NA	NA	NA	0
Galntl5	1.26	NA	NA	-1.06	-1.12	0.2778	NA	NA	NA	0.9993	0	NA	NA	0	0
Sphk2	1.09	-1.01	-1.17	1.31	-1.28	0.2778	0.9428	0.6025	NA	0.9938	0	0	0	0	0
Papd7	-1.16	NA	NA	NA	NA	0.2778	NA	NA	NA	NA	0	NA	NA	NA	NA
Mettl3	-1.13	-1.07	-1.09	-1.29	1.61	0.2778	0.9916	0.8102	NA	0.5871	0	0	0	0	0
Spin2-ps1	1.05	NA	NA	NA	NA	0.2778	NA	NA	NA	NA	0	NA	NA	NA	NA
Gm25840	-1.12	NA	NA	NA	NA	0.2778	NA	NA	NA	NA	0	NA	NA	NA	NA
Gm24952	-1.12	NA	NA	NA	NA	0.2778	NA	NA	NA	NA	0	NA	NA	NA	NA
Gm23682	-1.12	NA	NA	NA	NA	0.2778	NA	NA	NA	NA	0	NA	NA	NA	NA
Gm24652	-1.12	NA	NA	NA	NA	0.2778	NA	NA	NA	NA	0	NA	NA	NA	NA
Gm22629	-1.12	NA	NA	NA	NA	0.2778	NA	NA	NA	NA	0	NA	NA	NA	NA
Gm24021	-1.12	NA	NA	NA	NA	0.2778	NA	NA	NA	NA	0	NA	NA	NA	NA
Gm22274	-1.12	NA	NA	NA	NA	0.2778	NA	NA	NA	NA	0	NA	NA	NA	NA
Gm22050	-1.12	NA	NA	NA	NA	0.2778	NA	NA	NA	NA	0	NA	NA	NA	NA
Gm23688	-1.12	NA	NA	NA	NA	0.2778	NA	NA	NA	NA	0	NA	NA	NA	NA
Gm23944	-1.12	NA	NA	NA	NA	0.2778	NA	NA	NA	NA	0	NA	NA	NA	NA
Gm26283	-1.12	NA	NA	NA	NA	0.2778	NA	NA	NA	NA	0	NA	NA	NA	NA
Gm25452	-1.12	NA	NA	NA	NA	0.2778	NA	NA	NA	NA	0	NA	NA	NA	NA
Gm23286	-1.12	NA	NA	NA	NA	0.2778	NA	NA	NA	NA	0	NA	NA	NA	NA
Gm22640	-1.12	NA	NA	NA	NA	0.2778	NA	NA	NA	NA	0	NA	NA	NA	NA
Gm25984	-1.12	NA	NA	NA	NA	0.2778	NA	NA	NA	NA	0	NA	NA	NA	NA
Gm25585	-1.12	NA	NA	NA	NA	0.2778	NA	NA	NA	NA	0	NA	NA	NA	NA
Gm26374	-1.12	NA	NA	NA	NA	0.2778	NA	NA	NA	NA	0	NA	NA	NA	NA
Gm24040	-1.12	NA	NA	NA	NA	0.2778	NA	NA	NA	NA	0	NA	NA	NA	NA
Gm25017	-1.12	NA	NA	NA	NA	0.2778	NA	NA	NA	NA	0	NA	NA	NA	NA
Gm23618	-1.12	NA	NA	NA	NA	0.2778	NA	NA	NA	NA	0	NA	NA	NA	NA
Gm26284	-1.12	NA	NA	NA	NA	0.2778	NA	NA	NA	NA	0	NA	NA	NA	NA
Gm24570	-1.12	NA	NA	NA	NA	0.2778	NA	NA	NA	NA	0	NA	NA	NA	NA
Gm24654	-1.12	NA	NA	NA	NA	0.2778	NA	NA	NA	NA	0	NA	NA	NA	NA
Tas2r136	1.11	NA	NA	NA	1.09	0.2778	NA	NA	NA	0.9777	0	NA	NA	NA	0
9330175E14Rik	-1.3	NA	NA	1.13	NA	0.2778	NA	NA	NA	NA	0	NA	NA	0	NA
Mfsd10	-1.12	NA	NA	NA	1.56	0.2778	NA	NA	NA	0.8078	0	NA	NA	NA	0
Tmem176a	1.11	1.04	-1.18	NA	1.07	0.2778	0.7203	0.5761	NA	0.975	0	0	0	NA	0
Mdh2	-1.09	-1.08	-1.47	-1.52	1.07	0.2778	0.6801	0.5403	NA	0.9977	0	0	0	0	0
Emd	-1.14	1.02	-1.11	-1.43	NA	0.2778	0.8665	0.9307	NA	NA	0	0	0	0	NA
Senp3	1.08	-1.09	-1.1	-1.01	1.14	0.2778	0.986	0.8808	NA	0.9922	0	0	0	0	0
LOC102641382	-1.09	NA	NA	NA	NA	0.2778	NA	NA	NA	NA	0	NA	NA	NA	NA
Gm5125	-1.09	NA	NA	NA	NA	0.2778	NA	NA	NA	NA	0	NA	NA	NA	NA
Rem2	-1.03	NA	NA	1.13	-1.2	0.2779	NA	NA	NA	0.9747	0	NA	NA	0	0
Gm33152	1.09	NA	NA	NA	NA	0.2779	NA	NA	NA	NA	0	NA	NA	NA	NA
Apol10a	-1.05	NA	NA	NA	NA	0.2779	NA	NA	NA	NA	0	NA	NA	NA	NA
Dagla	1.22	NA	NA	NA	-1.66	0.278	NA	NA	NA	0.5063	0	NA	NA	NA	0
Tal2	-1.1	1.01	-1.08	-1.09	1.32	0.278	0.9514	0.8274	NA	0.9231	0	0	0	0	0
Triml1	1.22	NA	NA	NA	1.13	0.2781	NA	NA	NA	0.9962	0	NA	NA	NA	0
Olfr1491	1.15	NA	NA	NA	NA	0.2781	NA	NA	NA	NA	0	NA	NA	NA	NA
Gm22666	1.22	NA	NA	NA	NA	0.2781	NA	NA	NA	NA	0	NA	NA	NA	NA
Gm22944	1.14	NA	NA	NA	NA	0.2782	NA	NA	NA	NA	0	NA	NA	NA	NA
Gm22843	-1.09	NA	NA	NA	NA	0.2782	NA	NA	NA	NA	0	NA	NA	NA	NA
Gm5830	-1.07	NA	NA	NA	NA	0.2782	NA	NA	NA	NA	0	NA	NA	NA	NA
Adam33	1.14	NA	NA	-1.02	-1.03	0.2784	NA	NA	NA	0.9851	0	NA	NA	0	0
Rin3	-1.11	NA	NA	-1.13	1.1	0.2784	NA	NA	NA	0.9627	0	NA	NA	0	0
E030037K01Rik	1.1	NA	NA	NA	NA	0.2784	NA	NA	NA	NA	0	NA	NA	NA	NA
6330549D23Rik	1.03	NA	NA	1.01	NA	0.2787	NA	NA	NA	NA	0	NA	NA	0	NA
Gm5316	1.14	NA	NA	NA	NA	0.2787	NA	NA	NA	NA	0	NA	NA	NA	NA
Cdk5rap3	1.09	-1.07	1.38	-1.06	-1.08	0.2787	0.8757	0.3991	NA	0.9905	0	0	0	0	0
Vmn1r69	1.09	NA	NA	NA	NA	0.2789	NA	NA	NA	NA	0	NA	NA	NA	NA
Ddb1	-1.1	-1.19	1.24	-1.07	1.05	0.2789	0.5849	0.6865	NA	0.9942	0	0	0	0	0
Gm7102	1.12	NA	NA	NA	1.51	0.279	NA	NA	NA	0.6571	0	NA	NA	NA	0
Als2cl	1.08	NA	NA	1.04	1.13	0.279	NA	NA	NA	0.9967	0	NA	NA	0	0
Pin1	1.04	-1.1	1.27	-1.28	NA	0.279	0.9783	0.6835	NA	NA	0	0	0	0	NA
Gpr161	-1.21	NA	NA	NA	-1.21	0.2791	NA	NA	NA	0.9922	0	NA	NA	NA	0
Vmn1r87	1.07	NA	NA	NA	1.41	0.2791	NA	NA	NA	0.8615	0	NA	NA	NA	0
Slco2a1	1.13	NA	NA	1.3	-1.32	0.2791	NA	NA	NA	0.9576	0	NA	NA	0	0
Zdhhc3	-1.05	1.21	-1.06	-1.36	1.36	0.2792	0.8233	0.9109	NA	0.8981	0	0	0	0	0
Arl4d	1.06	1.11	1.14	NA	1.13	0.2793	0.9625	0.8445	NA	0.9156	0	0	0	NA	0
4930579F01Rik	1.25	NA	NA	-1.05	1.08	0.2793	NA	NA	NA	0.985	0	NA	NA	0	0
Sox17	1.1	-1.13	1.12	1.12	-1.15	0.2793	0.6061	0.7522	NA	0.9655	0	0	0	0	0
Mslnl	1.13	NA	NA	NA	1.67	0.2794	NA	NA	NA	0.8522	0	NA	NA	NA	0
Ubxn4	-1.2	-1.03	-1.15	NA	1.06	0.2795	0.9639	0.6819	NA	0.9938	0	0	0	NA	0
Zfp65	-1.22	NA	NA	NA	NA	0.2796	NA	NA	NA	NA	0	NA	NA	NA	NA
Vmn1r217	1.07	NA	NA	NA	NA	0.2796	NA	NA	NA	NA	0	NA	NA	NA	NA
Coq4	1.08	-1.03	1.13	-1.07	-1.17	0.2796	0.954	0.8225	NA	0.8694	0	0	0	0	0
Nvl	-1.06	-1.33	1.2	-1.22	-1.12	0.2797	0.4364	0.6097	NA	0.9643	0	0	0	0	0
Gm11449	1.1	NA	NA	NA	NA	0.2797	NA	NA	NA	NA	0	NA	NA	NA	NA
D030018L15Rik	1.11	NA	NA	1.13	NA	0.2798	NA	NA	NA	NA	0	NA	NA	0	NA
Fbxl4	1.21	NA	NA	-1.15	1.59	0.2798	NA	NA	NA	0.4897	0	NA	NA	0	0
Gm9789	1.08	NA	NA	NA	1.06	0.2799	NA	NA	NA	0.9922	0	NA	NA	NA	0
Gm379	1.14	NA	NA	NA	NA	0.2799	NA	NA	NA	NA	0	NA	NA	NA	NA
Traj49	1.06	NA	NA	NA	NA	0.2801	NA	NA	NA	NA	0	NA	NA	NA	NA
Gnl1	1.12	-1.11	1.27	NA	-1.07	0.2801	0.9082	0.7327	NA	0.9962	0	0	0	NA	0
Wdr86	1.12	NA	NA	NA	NA	0.2801	NA	NA	NA	NA	0	NA	NA	NA	NA
Gm25853	1.11	NA	NA	NA	NA	0.2801	NA	NA	NA	NA	0	NA	NA	NA	NA
Nudcd3	1.13	1.11	1.17	NA	1.47	0.2801	0.9817	0.6307	NA	0.787	0	0	0	NA	0
Olfr1243	1.05	NA	NA	NA	1.15	0.2801	NA	NA	NA	0.975	0	NA	NA	NA	0
Aqp6	-1.16	NA	NA	1.08	1.04	0.2801	NA	NA	NA	0.9942	0	NA	NA	0	0
Kcnq2	1.04	-1.16	1.07	-1.09	1.73	0.2802	0.9387	0.859	NA	0.5776	0	0	0	0	0
Mterf1a	1.17	NA	NA	NA	1.1	0.2803	NA	NA	NA	0.9382	0	NA	NA	NA	0
Mterf1b	1.17	NA	NA	NA	1.1	0.2803	NA	NA	NA	0.9382	0	NA	NA	NA	0
Lctl	1.09	NA	NA	NA	-1.04	0.2803	NA	NA	NA	0.9922	0	NA	NA	NA	0
Syde2	-1.04	NA	NA	NA	1.59	0.2804	NA	NA	NA	0.7058	0	NA	NA	NA	0
Pi4k2b	-1.08	NA	NA	-1.09	-1.18	0.2804	NA	NA	NA	0.9461	0	NA	NA	0	0
Grk4	1.06	NA	NA	NA	1.32	0.2804	NA	NA	NA	0.9788	0	NA	NA	NA	0
Fus	-1.05	-1.08	1.02	1.04	1.05	0.2805	0.9867	0.9748	NA	0.9922	0	0	0	0	0
Ube2d1	-1.19	NA	NA	-1.02	-1.47	0.2805	NA	NA	NA	0.5816	0	NA	NA	0	0
Rpl9-ps7	-1.09	NA	NA	NA	NA	0.2806	NA	NA	NA	NA	0	NA	NA	NA	NA
Gm15784	-1.04	NA	NA	NA	NA	0.2806	NA	NA	NA	NA	0	NA	NA	NA	NA
Ubxn11	1.07	1.58	1.16	NA	-1.44	0.2806	0.2772	0.6753	NA	0.5908	0	0	0	NA	0
Gm21425	1.06	1.02	1.27	NA	1.4	0.2808	0.9817	0.4592	NA	0.813	0	0	0	NA	0
Tardbp	-1.19	1.15	1.57	-1.01	-1.04	0.2809	0.6843	0.1902	NA	0.9956	0	0	0	0	0
Sbno2	-1.11	NA	NA	NA	-1.02	0.281	NA	NA	NA	0.9913	0	NA	NA	NA	0
6030408B16Rik	1.16	NA	NA	NA	NA	0.281	NA	NA	NA	NA	0	NA	NA	NA	NA
Fam69b	-1.01	1.16	1.05	NA	NA	0.2811	0.91	0.9119	NA	NA	0	0	0	NA	NA
Cyp2e1	-1.13	-1.17	-1.13	-1.1	-1.47	0.2811	0.3695	0.6899	NA	0.9417	0	0	0	0	0
Ptchd2	1.13	NA	NA	NA	NA	0.2811	NA	NA	NA	NA	0	NA	NA	NA	NA
Cpne3	-1.08	1.07	1.08	1.03	-1.31	0.2811	0.9729	0.8853	NA	0.8981	0	0	0	0	0
Nudt7	1.02	NA	NA	1.1	1.05	0.2812	NA	NA	NA	0.9143	0	NA	NA	0	0
Jam3	-1.07	-1.13	-1.27	1.01	-1.25	0.2812	0.3335	0.4362	NA	0.9231	0	0	0	0	0
Hist2h3c2	-1.12	1.08	-1.13	-2.89	NA	0.2813	0.9868	0.7417	NA	NA	0	0	0	0	NA
Uqcrc2	-1.1	-1.02	-1.51	-1.34	-1.1	0.2813	0.8786	0.302	NA	0.9927	0	0	0	0	0
Myo1e	1.19	1.18	1.4	1.61	1.36	0.2813	0.6518	0.2178	NA	0.7928	0	0	0	1	0
Kcnk3	1.11	1.02	1.09	-1.1	-1.17	0.2813	0.9682	0.7907	NA	0.7928	0	0	0	0	0
Smtn	-1.18	1.05	1.17	1	1.27	0.2813	0.9639	0.6216	NA	0.9156	0	0	0	0	0
Gm25116	1.08	NA	NA	NA	NA	0.2813	NA	NA	NA	NA	0	NA	NA	NA	NA
Gm22053	1.12	NA	NA	NA	NA	0.2813	NA	NA	NA	NA	0	NA	NA	NA	NA
Spred2	1.07	1.54	1.02	1.09	-1.15	0.2814	0.7131	0.9828	NA	0.9932	0	0	0	0	0
Gm7535	1.3	NA	NA	NA	NA	0.2814	NA	NA	NA	NA	0	NA	NA	NA	NA
Gm20795	1.09	1.02	1.27	NA	1.4	0.2814	0.9817	0.4592	NA	0.813	0	0	0	NA	0
Tnrc6b	-1.09	NA	NA	NA	1.28	0.2815	NA	NA	NA	0.9066	0	NA	NA	NA	0
Gpr27	1.07	1.01	-1	-2.4	1	0.2815	0.9451	0.9947	NA	0.9756	0	0	0	-1	0
Gm9961	1.23	NA	NA	NA	NA	0.2815	NA	NA	NA	NA	0	NA	NA	NA	NA
Gm6195	1.16	NA	NA	NA	NA	0.2817	NA	NA	NA	NA	0	NA	NA	NA	NA
Cib3	-1.15	NA	NA	-1.48	-1.61	0.2817	NA	NA	NA	0.6797	0	NA	NA	0	0
Pon1	1.06	1.24	-1.03	-1.16	-1.51	0.2818	0.6431	0.9491	NA	0.5791	0	0	0	0	0
Sft2d3	-1	NA	NA	NA	-1.12	0.2821	NA	NA	NA	0.998	0	NA	NA	NA	0
Rnf181	1.18	1.37	-1.06	NA	NA	0.2822	0.3044	0.8836	NA	NA	0	0	0	NA	NA
Gm26727	1.08	NA	NA	NA	NA	0.2823	NA	NA	NA	NA	0	NA	NA	NA	NA
Olfr748	1.11	NA	NA	NA	1.09	0.2823	NA	NA	NA	0.9898	0	NA	NA	NA	0
2310022A10Rik	1.11	NA	NA	-1.1	-1.15	0.2825	NA	NA	NA	0.9598	0	NA	NA	0	0
Mkrn3	1.08	1.08	1.15	-1.11	1.19	0.2827	0.8923	0.7128	NA	0.8918	0	0	0	0	0
